CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP2019294710        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019294895        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019294933        ,2019-09-28 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-28
MP2019294957        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019294974        ,2019-09-28 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-28
MP2019294977        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019294990        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019295036        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019295052        ,2019-09-28 00:00:00+00:00,Burglary,6,2019-09,2019-09-28
MP2019295063        ,2019-09-28 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-28
MP2019295122        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019295144        ,2019-09-28 00:00:00+00:00,Robbery,4,2019-09,2019-09-28
MP2019295281        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019295342        ,2019-09-28 00:00:00+00:00,Robbery,4,2019-09,2019-09-28
MP2019295480        ,2019-09-28 00:00:00+00:00,Robbery,4,2019-09,2019-09-28
MP2019295483        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019295647        ,2019-09-28 00:00:00+00:00,Assault,5,2019-09,2019-09-28
MP2019706134        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706136        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706137        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706140        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706141        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706142        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706144        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706145        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706146        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019706147        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019338844        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019347596        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019347650        ,2019-11-22 00:00:00+00:00,Burglary,6,2019-11,2019-11-22
MP2019347812        ,2019-11-22 00:00:00+00:00,Burglary,6,2019-11,2019-11-22
MP2019347833        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019347835        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019347890        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019347895        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019347907        ,2019-11-22 00:00:00+00:00,Burglary,6,2019-11,2019-11-22
MP2019347917        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019347930        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019347976        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348048        ,2019-11-22 00:00:00+00:00,Burglary,6,2019-11,2019-11-22
MP2019348078        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348113        ,2019-11-22 00:00:00+00:00,Assault,5,2019-11,2019-11-22
MP2019348124        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348128        ,2019-11-22 00:00:00+00:00,Burglary,6,2019-11,2019-11-22
MP2019348154        ,2019-11-22 00:00:00+00:00,Assault,5,2019-11,2019-11-22
MP2019348190        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019348255        ,2019-11-22 00:00:00+00:00,Robbery,4,2019-11,2019-11-22
MP2019348279        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019348300        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348331        ,2019-11-22 00:00:00+00:00,Assault,5,2019-11,2019-11-22
MP2019348356        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348418        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348435        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348437        ,2019-11-22 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-22
MP2019348531        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348592        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348604        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348627        ,2019-11-23 00:00:00+00:00,Assault,5,2019-11,2019-11-23
MP2019348648        ,2019-11-23 00:00:00+00:00,Assault,5,2019-11,2019-11-23
MP2019348675        ,2019-11-23 00:00:00+00:00,Robbery,4,2019-11,2019-11-23
MP2019348676        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348684        ,2019-11-23 00:00:00+00:00,Burglary,6,2019-11,2019-11-23
MP2019348704        ,2019-11-23 00:00:00+00:00,Burglary,6,2019-11,2019-11-23
MP2019348713        ,2019-11-23 00:00:00+00:00,Robbery,4,2019-11,2019-11-23
MP2019348722        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348729        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348734        ,2019-11-23 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-23
MP2019348785        ,2019-11-23 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-23
MP2019348793        ,2019-11-23 00:00:00+00:00,Rape,3,2019-11,2019-11-23
MP2019348795        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348800        ,2019-11-23 00:00:00+00:00,Burglary,6,2019-11,2019-11-23
MP2019348821        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019348822        ,2019-11-23 00:00:00+00:00,Robbery,4,2019-11,2019-11-23
MP2019348879        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019349053        ,2019-11-23 00:00:00+00:00,Burglary,6,2019-11,2019-11-23
MP2019349201        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019349214        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019707567        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707569        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707570        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707572        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707576        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707577        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707578        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707580        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707581        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707582        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707583        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707584        ,2019-11-22 00:00:00+00:00,Larceny,7,2019-11,2019-11-22
MP2019707588        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019707589        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019707591        ,2019-11-23 00:00:00+00:00,Larceny,7,2019-11,2019-11-23
MP2019305131        ,2019-10-08 00:00:00+00:00,Burglary,6,2019-10,2019-10-08
MP2019312104        ,2019-10-15 00:00:00+00:00,Assault,5,2019-10,2019-10-15
MP2019313544        ,2019-10-17 00:00:00+00:00,Assault,5,2019-10,2019-10-17
MP2019313927        ,2019-10-17 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-17
MP2019314102        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314406        ,2019-10-18 00:00:00+00:00,Assault,5,2019-10,2019-10-18
MP2019314548        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314569        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314573        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314588        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314592        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314598        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314641        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314698        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314709        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314722        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314729        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314743        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314771        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314782        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314818        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314836        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314849        ,2019-10-18 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-18
MP2019314863        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314874        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314882        ,2019-10-18 00:00:00+00:00,Robbery,4,2019-10,2019-10-18
MP2019314898        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314901        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019314928        ,2019-10-18 00:00:00+00:00,Robbery,4,2019-10,2019-10-18
MP2019314933        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314962        ,2019-10-18 00:00:00+00:00,Assault,5,2019-10,2019-10-18
MP2019314979        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314989        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019314990        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019315000        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019315064        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315068        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315109        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315112        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315137        ,2019-10-18 00:00:00+00:00,Burglary,6,2019-10,2019-10-18
MP2019315147        ,2019-10-18 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-18
MP2019315161        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315170        ,2019-10-18 00:00:00+00:00,Robbery,4,2019-10,2019-10-18
MP2019315187        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315189        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315215        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315223        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315228        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019315322        ,2019-10-18 00:00:00+00:00,Robbery,4,2019-10,2019-10-18
MP2019315333        ,2019-10-19 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-19
MP2019315378        ,2019-10-19 00:00:00+00:00,Robbery,4,2019-10,2019-10-19
MP2019315415        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315567        ,2019-10-19 00:00:00+00:00,Robbery,4,2019-10,2019-10-19
MP2019315579        ,2019-10-18 00:00:00+00:00,Robbery,4,2019-10,2019-10-18
MP2019315585        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315608        ,2019-10-19 00:00:00+00:00,Assault,5,2019-10,2019-10-19
MP2019315719        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019315726        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019315769        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315774        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315779        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019315781        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019315799        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019315826        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315832        ,2019-10-19 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-19
MP2019315893        ,2019-10-19 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-19
MP2019315899        ,2019-10-19 00:00:00+00:00,Auto Theft,8,2019-10,2019-10-19
MP2019315950        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019315981        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019316012        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019316069        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019316081        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019316101        ,2019-10-19 00:00:00+00:00,Burglary,6,2019-10,2019-10-19
MP2019316114        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019316126        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019706667        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706671        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706673        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706674        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706677        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706680        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706681        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706682        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706683        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706686        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706689        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706691        ,2019-10-18 00:00:00+00:00,Larceny,7,2019-10,2019-10-18
MP2019706694        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019706695        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP2019706697        ,2019-10-19 00:00:00+00:00,Larceny,7,2019-10,2019-10-19
MP202043605         ,2020-02-17 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-17
MP202044445         ,2020-02-21 00:00:00+00:00,Larceny,7,2020-02,2020-02-21
MP202046395         ,2020-02-20 00:00:00+00:00,Larceny,7,2020-02,2020-02-20
MP202046396         ,2020-02-20 00:00:00+00:00,Larceny,7,2020-02,2020-02-20
MP202046867         ,2020-02-21 00:00:00+00:00,Larceny,7,2020-02,2020-02-21
MP202046994         ,2020-02-21 00:00:00+00:00,Larceny,7,2020-02,2020-02-21
MP202047199         ,2020-02-21 00:00:00+00:00,Burglary,6,2020-02,2020-02-21
MP202047229         ,2020-02-21 00:00:00+00:00,Assault,5,2020-02,2020-02-21
MP202047467         ,2020-02-21 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-21
MP202047499         ,2020-02-21 00:00:00+00:00,Burglary,6,2020-02,2020-02-21
MP202047752         ,2020-02-22 00:00:00+00:00,Assault,5,2020-02,2020-02-22
MP202047804         ,2020-02-22 00:00:00+00:00,Larceny,7,2020-02,2020-02-22
MP202047869         ,2020-02-22 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-22
MP202047929         ,2020-02-22 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-22
MP202047950         ,2020-02-22 00:00:00+00:00,Larceny,7,2020-02,2020-02-22
MP202048016         ,2020-02-22 00:00:00+00:00,Larceny,7,2020-02,2020-02-22
MP202048096         ,2020-02-22 00:00:00+00:00,Robbery,4,2020-02,2020-02-22
MP202048185         ,2020-02-22 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-22
MP202048278         ,2020-02-22 00:00:00+00:00,Assault,5,2020-02,2020-02-22
MP2020701004        ,2020-02-21 00:00:00+00:00,Larceny,7,2020-02,2020-02-21
MP2020701005        ,2020-02-21 00:00:00+00:00,Larceny,7,2020-02,2020-02-21
MP2019364672        ,2019-12-11 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-11
MP2019368671        ,2019-12-16 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-16
MP2019369711        ,2019-12-17 00:00:00+00:00,Assault,5,2019-12,2019-12-17
MP2019370331        ,2019-12-18 00:00:00+00:00,Rape,3,2019-12,2019-12-18
MP2019371883        ,2019-12-20 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-20
MP2019371885        ,2019-12-20 00:00:00+00:00,Assault,5,2019-12,2019-12-20
MP2019372011        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372014        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372022        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372033        ,2019-12-20 00:00:00+00:00,Burglary,6,2019-12,2019-12-20
MP2019372062        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372063        ,2019-12-20 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-20
MP2019372082        ,2019-12-20 00:00:00+00:00,Burglary,6,2019-12,2019-12-20
MP2019372083        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372090        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372096        ,2019-12-20 00:00:00+00:00,Burglary,6,2019-12,2019-12-20
MP2019372131        ,2019-12-20 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-20
MP2019372174        ,2019-12-20 00:00:00+00:00,Robbery,4,2019-12,2019-12-20
MP2019372190        ,2019-12-20 00:00:00+00:00,Assault,5,2019-12,2019-12-20
MP2019372193        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372196        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372252        ,2019-12-20 00:00:00+00:00,Burglary,6,2019-12,2019-12-20
MP2019372259        ,2019-12-20 00:00:00+00:00,Robbery,4,2019-12,2019-12-20
MP2019372279        ,2019-12-20 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-20
MP2019372305        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372312        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372322        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372338        ,2019-12-20 00:00:00+00:00,Burglary,6,2019-12,2019-12-20
MP2019372345        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372354        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372373        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372436        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372470        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372482        ,2019-12-20 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-20
MP2019372536        ,2019-12-21 00:00:00+00:00,Burglary,6,2019-12,2019-12-21
MP2019372544        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372561        ,2019-12-20 00:00:00+00:00,Assault,5,2019-12,2019-12-20
MP2019372570        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372670        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019372673        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372703        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372728        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019372729        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019372730        ,2019-12-21 00:00:00+00:00,Burglary,6,2019-12,2019-12-21
MP2019372733        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372761        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019372832        ,2019-12-23 00:00:00+00:00,Robbery,4,2019-12,2019-12-23
MP2019372852        ,2019-12-21 00:00:00+00:00,Robbery,4,2019-12,2019-12-21
MP2019372872        ,2019-12-21 00:00:00+00:00,Rape,3,2019-12,2019-12-21
MP2019372897        ,2019-12-21 00:00:00+00:00,Burglary,6,2019-12,2019-12-21
MP2019372904        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019372910        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019372918        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372919        ,2019-12-21 00:00:00+00:00,Burglary,6,2019-12,2019-12-21
MP2019372935        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372945        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372957        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019372972        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019373035        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019373057        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019373077        ,2019-12-21 00:00:00+00:00,Robbery,4,2019-12,2019-12-21
MP2019373080        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019373082        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019373227        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019373245        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019373305        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019373323        ,2019-12-21 00:00:00+00:00,Assault,5,2019-12,2019-12-21
MP2019373368        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019373396        ,2019-12-21 00:00:00+00:00,Larceny,7,2019-12,2019-12-21
MP2019373472        ,2019-12-21 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-21
MP2019708149        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019708151        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019708152        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019708153        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019708154        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
MP2019708156        ,2019-12-20 00:00:00+00:00,Larceny,7,2019-12,2019-12-20
